,Crime_ID,Date,Crime_Type,Victim_ID,Suspect_ID,Status,Lead_Officer_ID,Region,City,Case_ID
241,CR241,23/08/2011,corruption of public officials,P00998869,Cos0003582,On-going,SCY67651303,Sicily,Vittoria,N/A
242,CR242,19/09/2018,corruption of public officials,P00681972,Ndr0002278,Solved,CLA625938717,Calabria,Lamezia Terme,N/A
243,CR243,17/10/2018,extortion,P00147153,Ndr0000430,Solved,CLA953531515,Calabria,Montalto Uffugo,N/A
244,CR244,26/11/2018,extortion,P00988180,Cam0000439,Solved,CPA658064637,Campania,Benevento,N/A
245,CR245,22/03/2002,extortion,P00221551,Cam0003654,Solved,CPA968357547,Campania,Naples,N/A
246,CR246,31/03/2008,labor racketeering,P00599225,Cam0004989,On-going,CPA926674492,Campania,Salerno,N/A
247,CR247,14/04/2008,extortion,P00014282,Cam0004868,Solved,CPA718650014,Campania,Benevento,N/A
248,CR248,18/04/2007,prostitution,P00915514,Cam0001459,Solved,CPA195088177,Campania,Salerno,CA1058
249,CR249,02/02/2003,prostitution,P00975747,Sac0000414,On-going,PGA334361362,Puglia,Andria,N/A
250,CR250,14/06/2011,corruption of public officials,P00840204,Cam0005560,On-going,CPA336627941,Campania,Avellino,N/A
251,CR251,17/12/2007,loan sharking,P00849432,Sac0000860,On-going,PGA439076931,Puglia,Taranto,N/A
252,CR252,02/05/2014,loan sharking,P00897089,Cos0000458,On-going,SCY555627332,Sicily,Messina,N/A
253,CR253,16/09/2007,loan sharking,P00886962,Cam0004752,Solved,CPA573710403,Campania,Benevento,CA924
254,CR254,08/01/2012,tax-fraud schemes,P00041323,Cos0001405,Solved,SCY571353917,Sicily,Caltanissetta,N/A
255,CR255,26/03/2021,gambling,P00373815,Ndr0003478,On-going,CLA52109924,Calabria,Montalto Uffugo,N/A
256,CR256,14/04/2003,tax-fraud schemes,P00725483,Ndr0003141,Solved,CLA565218696,Calabria,Lamezia Terme,CA1753
257,CR257,08/09/2001,infiltration of legitimate businesses,P00371380,Cos0003030,On-going,SCY897356343,Sicily,Ragusa,N/A
258,CR258,25/03/2003,loan sharking,P00259173,Cos0000391,Solved,SCY612020542,Sicily,Ragusa,N/A
259,CR259,02/06/2021,prostitution,P00387231,Ndr0004040,Solved,CLA920518315,Calabria,Castrovillari,CA463
260,CR260,28/11/2015,infiltration of legitimate businesses,P00100109,Cam0003859,On-going,CPA388938305,Campania,Caserta,CA1740
261,CR261,04/01/2020,extortion,P00840608,Cam0004903,On-going,CPA885065820,Campania,Avellino,N/A
262,CR262,07/04/2022,corruption of public officials,P00476955,Ndr0004361,On-going,CLA682596587,Calabria,Castrovillari,CA658
263,CR263,10/03/2013,infiltration of legitimate businesses,P00803306,Cos0002805,On-going,SCY545747964,Sicily,Palermo,N/A
264,CR264,24/01/2005,drug trafficking,P00974836,Cam0004631,On-going,CPA294932005,Campania,Avellino,N/A
265,CR265,03/08/2010,corruption of public officials,P00381819,Cos0000316,On-going,SCY915343333,Sicily,Vittoria,N/A
266,CR266,11/01/2013,infiltration of legitimate businesses,P00228302,Cos0004144,Solved,SCY114662342,Sicily,Messina,CA1605
267,CR267,21/01/2021,prostitution,P00746842,Cam0003563,On-going,CPA469756825,Campania,Salerno,N/A
268,CR268,23/12/2010,gambling,P00872349,Sac0001007,Solved,PGA268448363,Puglia,Foggia,N/A
269,CR269,10/11/2000,labor racketeering,P00971376,Cos0000864,On-going,SCY732397677,Sicily,Gela,N/A
270,CR270,11/05/2013,prostitution,P00781228,Cam0000257,Solved,CPA988450695,Campania,Naples,N/A
271,CR271,04/02/2020,drug trafficking,P00045678,Cos0001182,On-going,SCY364320402,Sicily,Caltanissetta,N/A
272,CR272,07/12/2014,drug trafficking,P00554944,Cos0002791,Solved,SCY641455363,Sicily,Ragusa,N/A
273,CR273,29/04/2008,loan sharking,P00601452,Sac0000902,On-going,PGA367768304,Puglia,Foggia,N/A
274,CR274,21/01/2015,labor racketeering,P00213730,Cos0002827,On-going,SCY677679619,Sicily,Caltanissetta,CA872
275,CR275,05/01/2020,corruption of public officials,P00085321,Cos0004488,On-going,SCY543859575,Sicily,Gela,N/A
276,CR276,15/02/2009,infiltration of legitimate businesses,P00246267,Cos0001518,On-going,SCY83761119,Sicily,Marsala,N/A
277,CR277,01/12/2005,corruption of public officials,P00742198,Cos0003355,On-going,SCY75154300,Sicily,Messina,N/A
278,CR278,06/08/2004,prostitution,P00771515,Cam0003850,On-going,CPA200683395,Campania,Avellino,N/A
279,CR279,01/06/2008,tax-fraud schemes,P00804528,Ndr0004123,Solved,CLA948355470,Calabria,Rende,N/A
280,CR280,09/05/2005,corruption of public officials,P00205528,Cam0004566,On-going,CPA126908053,Campania,Benevento,N/A
281,CR281,04/08/2021,prostitution,P00763384,Cam0005612,Solved,CPA213907142,Campania,Naples,CA1242
282,CR282,25/05/2019,corruption of public officials,P00047009,Cos0001135,On-going,SCY194494879,Sicily,Marsala,N/A
283,CR283,13/05/2005,extortion,P00251637,Cam0004457,Solved,CPA422101832,Campania,Naples,N/A
284,CR284,29/08/2004,extortion,P00968382,Sac0001708,On-going,PGA660845591,Puglia,Foggia,CA1679
285,CR285,15/09/2007,tax-fraud schemes,P00846534,Cam0001956,Solved,CPA416540420,Campania,Avellino,CA184
286,CR286,07/04/2008,labor racketeering,P00280023,Ndr0003735,Solved,CLA79709041,Calabria,Catanzaro,N/A
287,CR287,05/12/2010,extortion,P00869139,Ndr0003425,On-going,CLA967815129,Calabria,Castrovillari,N/A
288,CR288,11/11/2011,infiltration of legitimate businesses,P00783998,Sac0001322,On-going,PGA645163884,Puglia,Bari,N/A
289,CR289,13/01/2021,infiltration of legitimate businesses,P00251448,Cam0001328,On-going,CPA834726565,Campania,Avellino,N/A
290,CR290,23/12/2012,extortion,P00751521,Cos0001916,Solved,SCY595725935,Sicily,Palermo,N/A
291,CR291,13/08/2014,prostitution,P00815333,Cam0003625,On-going,CPA93006771,Campania,Caserta,N/A
292,CR292,04/01/2017,drug trafficking,P00230894,Cos0003550,Solved,SCY959315153,Sicily,Gela,N/A
293,CR293,21/02/2016,extortion,P00724976,Ndr0000499,On-going,CLA703102855,Calabria,Lamezia Terme,CA495
294,CR294,23/05/2021,gambling,P00569186,Cam0002232,Solved,CPA599993631,Campania,Salerno,CA800
295,CR295,06/03/2004,corruption of public officials,P00341494,Sac0000550,Solved,PGA306020337,Puglia,Taranto,N/A
296,CR296,20/02/2008,tax-fraud schemes,P00304639,Cos0001975,Solved,SCY521493942,Sicily,Syracuse,CA903
297,CR297,09/12/2013,tax-fraud schemes,P00103141,Cam0002979,Solved,CPA990118141,Campania,Benevento,N/A
298,CR298,26/04/2001,extortion,P00811352,Cos0003686,On-going,SCY188956125,Sicily,Caltanissetta,N/A
299,CR299,08/11/2020,drug trafficking,P00777970,Ndr0004102,On-going,CLA915908524,Calabria,Corigliano-Rossano,CA1496
300,CR300,15/09/2007,extortion,P00528567,Ndr0000978,On-going,CLA396581640,Calabria,Cosenza,N/A
301,CR301,15/12/2015,extortion,P00455546,Ndr0004098,Solved,CLA55133754,Calabria,Crotone,N/A
302,CR302,22/12/2010,drug trafficking,P00928933,Ndr0000981,Solved,CLA227973932,Calabria,Cosenza,CA1518
303,CR303,21/04/2007,prostitution,P00589970,Cam0002170,Solved,CPA909181784,Campania,Naples,N/A
304,CR304,01/01/2006,infiltration of legitimate businesses,P00086586,Cos0002754,On-going,SCY783195643,Sicily,Ragusa,CA595
305,CR305,23/08/2003,gambling,P00571332,Sac0001539,Solved,PGA873050789,Puglia,Taranto,N/A
306,CR306,21/01/2014,extortion,P00772232,Cam0005658,On-going,CPA7928956,Campania,Caserta,N/A
307,CR307,17/12/2006,labor racketeering,P00068652,Cam0000305,On-going,CPA997635242,Campania,Salerno,N/A
308,CR308,10/09/2003,tax-fraud schemes,P00099905,Cam0002386,On-going,CPA319725246,Campania,Caserta,CA667
309,CR309,05/10/2006,corruption of public officials,P00764160,Cam0003408,On-going,CPA91475739,Campania,Avellino,N/A
310,CR310,12/03/2003,tax-fraud schemes,P00366985,Sac0001214,On-going,PGA454653868,Puglia,Andria,CA1697
311,CR311,18/11/2008,tax-fraud schemes,P00584160,Cos0002320,Solved,SCY627584466,Sicily,Palermo,N/A
312,CR312,11/10/2000,prostitution,P00131403,Cam0002911,On-going,CPA880672652,Campania,Avellino,N/A
313,CR313,02/04/2006,drug trafficking,P00118769,Cos0004337,Solved,SCY365657989,Sicily,Syracuse,N/A
314,CR314,15/06/2007,corruption of public officials,P00086412,Cos0003331,On-going,SCY817929870,Sicily,Syracuse,N/A
315,CR315,19/04/2012,labor racketeering,P00641935,Cos0004574,On-going,SCY331431386,Sicily,Caltanissetta,N/A
316,CR316,04/01/2004,corruption of public officials,P00859717,Cos0001941,Solved,SCY10528330,Sicily,Ragusa,N/A
317,CR317,14/06/2013,loan sharking,P00617991,Cam0003003,On-going,CPA581560889,Campania,Avellino,N/A
318,CR318,22/05/2021,gambling,P00299119,Sac0000437,On-going,PGA178911333,Puglia,Bari,N/A
319,CR319,13/10/2019,corruption of public officials,P00413138,Cam0004228,On-going,CPA166644458,Campania,Caserta,N/A
320,CR320,07/08/2015,loan sharking,P00543253,Sac0001336,On-going,PGA960793714,Puglia,Bari,N/A
321,CR321,15/02/2017,drug trafficking,P00949466,Cos0003371,On-going,SCY346682646,Sicily,Catania,N/A
322,CR322,13/10/2009,murder,P00503798,Sac0001417,On-going,PGA143261405,Puglia,Bari,CA1755
323,CR323,22/11/2012,prostitution,P00617013,Cam0001269,On-going,CPA613137994,Campania,Caserta,N/A
324,CR324,04/03/2002,corruption of public officials,P00842293,Sac0000811,Solved,PGA604490030,Puglia,Taranto,CA1404
325,CR325,26/01/2009,corruption of public officials,P00506612,Ndr0002005,On-going,CLA559257243,Calabria,Cosenza,N/A
326,CR326,03/05/2009,tax-fraud schemes,P00902209,Cam0003434,Solved,CPA466854650,Campania,Naples,N/A
327,CR327,24/08/2009,drug trafficking,P00005405,Ndr0001149,On-going,CLA677775198,Calabria,Vibo Valentia,CA832
328,CR328,15/12/2000,murder,P00396147,Cos0004281,On-going,SCY720180804,Sicily,Messina,N/A
329,CR329,06/11/2007,gambling,P00318422,Cos0003903,On-going,SCY570620172,Sicily,Catania,N/A
330,CR330,20/11/2012,infiltration of legitimate businesses,P00554233,Sac0001164,On-going,PGA15334660,Puglia,Foggia,N/A
331,CR331,29/07/2004,corruption of public officials,P00844078,Cos0004320,Solved,SCY368842610,Sicily,Ragusa,N/A
332,CR332,19/09/2017,loan sharking,P00390728,Cam0001247,Solved,CPA459130537,Campania,Naples,N/A
333,CR333,10/02/2008,murder,P00264534,Ndr0000260,Solved,CLA880097687,Calabria,Montalto Uffugo,CA1969
334,CR334,19/09/2007,gambling,P00360658,Ndr0004510,Solved,CLA561934864,Calabria,Reggio Calabria,N/A
335,CR335,08/02/2013,corruption of public officials,P00697806,Cos0001045,Solved,SCY760319342,Sicily,Trapani,N/A
336,CR336,11/07/2013,murder,P00341499,Sac0000524,Solved,PGA688880698,Puglia,Foggia,N/A
337,CR337,02/01/2014,prostitution,P00510808,Cam0003049,On-going,CPA724877070,Campania,Benevento,N/A
338,CR338,04/03/2016,drug trafficking,P00992399,Cos0003280,Solved,SCY655532367,Sicily,Gela,N/A
339,CR339,04/06/2012,prostitution,P00236148,Cam0002586,On-going,CPA350333636,Campania,Salerno,N/A
340,CR340,03/10/2006,tax-fraud schemes,P00478711,Cam0001881,On-going,CPA660934946,Campania,Salerno,CA264
341,CR341,28/09/2017,extortion,P00570201,Cam0000778,Solved,CPA420960161,Campania,Benevento,N/A
342,CR342,01/02/2008,drug trafficking,P00632049,Cos0002017,On-going,SCY550996763,Sicily,Marsala,N/A
343,CR343,09/12/2019,labor racketeering,P00861355,Ndr0001596,On-going,CLA616962897,Calabria,Crotone,N/A
344,CR344,01/11/2020,corruption of public officials,P00523207,Sac0000119,Solved,PGA81452740,Puglia,Bari,N/A
345,CR345,29/10/2008,labor racketeering,P00172819,Cam0004393,Solved,CPA125640155,Campania,Naples,N/A
346,CR346,14/12/2021,corruption of public officials,P00441087,Cos0001709,Solved,SCY281252447,Sicily,Gela,CA925
347,CR347,29/11/2008,infiltration of legitimate businesses,P00947448,Sac0000528,On-going,PGA187805450,Puglia,Lecce,N/A
348,CR348,02/08/2014,infiltration of legitimate businesses,P00891409,Cos0001670,Solved,SCY187026289,Sicily,Syracuse,N/A
349,CR349,16/03/2004,gambling,P00056394,Ndr0004701,On-going,CLA199005819,Calabria,Cosenza,N/A
350,CR350,05/10/2003,loan sharking,P00292984,Ndr0002821,Solved,CLA191324448,Calabria,Lamezia Terme,N/A
351,CR351,26/09/2009,infiltration of legitimate businesses,P00322389,Ndr0001449,On-going,CLA242039876,Calabria,Cosenza,N/A
352,CR352,22/08/2007,murder,P00332750,Cos0000389,On-going,SCY742052558,Sicily,Ragusa,N/A
353,CR353,05/06/2014,murder,P00804170,Ndr0004195,On-going,CLA976970018,Calabria,Crotone,CA1109
354,CR354,30/03/2010,gambling,P00112950,Sac0001084,On-going,PGA722409303,Puglia,Foggia,N/A
355,CR355,15/07/2019,prostitution,P00321788,Ndr0001917,On-going,CLA271592061,Calabria,Montalto Uffugo,N/A
356,CR356,22/12/2010,gambling,P00687763,Cos0003443,On-going,SCY619009389,Sicily,Palermo,N/A
357,CR357,08/02/2012,extortion,P00410985,Ndr0003115,Solved,CLA996627081,Calabria,Reggio Calabria,CA704
358,CR358,13/10/2010,gambling,P00945888,Cam0005028,On-going,CPA56586191,Campania,Avellino,N/A
359,CR359,17/04/2015,labor racketeering,P00160924,Cos0002572,Solved,SCY648604955,Sicily,Ragusa,N/A
360,CR360,20/09/2009,tax-fraud schemes,P00252229,Cam0002805,On-going,CPA697452907,Campania,Benevento,N/A
361,CR361,14/05/2002,infiltration of legitimate businesses,P00408036,Cos0004608,Solved,SCY560828238,Sicily,Palermo,N/A
362,CR362,03/08/2000,drug trafficking,P00143470,Cos0002673,On-going,SCY189471456,Sicily,Palermo,N/A
363,CR363,18/04/2014,corruption of public officials,P00230362,Cos0003080,On-going,SCY329261115,Sicily,Vittoria,CA603
364,CR364,13/05/2010,murder,P00299208,Sac0001376,On-going,PGA244831505,Puglia,Andria,CA1198
365,CR365,14/03/2011,corruption of public officials,P00842170,Sac0001656,On-going,PGA66668836,Puglia,Lecce,N/A
366,CR366,17/09/2018,infiltration of legitimate businesses,P00484220,Cos0002644,Solved,SCY607045383,Sicily,Messina,N/A
367,CR367,03/11/2016,corruption of public officials,P00534145,Cos0000747,On-going,SCY306678433,Sicily,Trapani,CA40
368,CR368,13/11/2008,extortion,P00911417,Sac0001181,Solved,PGA583772879,Puglia,Foggia,N/A
369,CR369,10/01/2006,prostitution,P00837411,Ndr0002825,Solved,CLA510529532,Calabria,Cosenza,CA527
370,CR370,01/05/2016,prostitution,P00489864,Cam0004192,On-going,CPA570406109,Campania,Caserta,N/A
371,CR371,22/02/2010,prostitution,P00983970,Sac0001621,On-going,PGA696191799,Puglia,Andria,CA1866
372,CR372,30/05/2018,drug trafficking,P00659841,Cos0002143,Solved,SCY845923569,Sicily,Catania,CA1220
373,CR373,04/04/2007,loan sharking,P00757735,Sac0001114,Solved,PGA189671576,Puglia,Bari,N/A
374,CR374,12/05/2004,extortion,P00013121,Ndr0001591,Solved,CLA623498358,Calabria,Cosenza,N/A
375,CR375,13/05/2020,murder,P00835546,Cos0002908,Solved,SCY113098520,Sicily,Marsala,CA749
376,CR376,02/08/2008,loan sharking,P00043328,Cos0004290,Solved,SCY848638021,Sicily,Catania,N/A
377,CR377,20/05/2004,prostitution,P00478179,Cam0005194,On-going,CPA15353227,Campania,Avellino,N/A
378,CR378,31/07/2018,murder,P00402336,Cam0002318,On-going,CPA315634780,Campania,Benevento,N/A
379,CR379,26/07/2015,labor racketeering,P00984730,Cos0003360,On-going,SCY300519561,Sicily,Syracuse,CA1383
380,CR380,18/11/2010,prostitution,P00026270,Cam0002308,On-going,CPA353770743,Campania,Caserta,N/A
381,CR381,01/04/2016,tax-fraud schemes,P00503167,Sac0001373,Solved,PGA727151498,Puglia,Andria,N/A
382,CR382,04/06/2006,infiltration of legitimate businesses,P00763302,Cam0003374,Solved,CPA804625902,Campania,Caserta,N/A
383,CR383,30/12/2015,extortion,P00536245,Cos0002370,On-going,SCY142869781,Sicily,Catania,N/A
384,CR384,05/03/2008,gambling,P00412895,Cam0002098,Solved,CPA955921642,Campania,Naples,N/A
385,CR385,07/10/2021,infiltration of legitimate businesses,P00110667,Sac0000806,Solved,PGA37889755,Puglia,Foggia,CA1813
386,CR386,01/10/2017,drug trafficking,P00049398,Cos0002489,Solved,SCY201011688,Sicily,Palermo,N/A
387,CR387,31/08/2011,infiltration of legitimate businesses,P00367203,Sac0001539,On-going,PGA844508668,Puglia,Taranto,N/A
388,CR388,29/02/2020,gambling,P00696776,Cos0002279,Solved,SCY188956125,Sicily,Caltanissetta,N/A
389,CR389,31/05/2005,corruption of public officials,P00820855,Cos0004092,On-going,SCY715008093,Sicily,Ragusa,N/A
390,CR390,10/05/2010,prostitution,P00585186,Cos0001889,On-going,SCY274855356,Sicily,Marsala,N/A
391,CR391,06/07/2014,drug trafficking,P00545112,Cos0002858,Solved,SCY886271961,Sicily,Messina,N/A
392,CR392,31/10/2000,corruption of public officials,P00505748,Cos0002587,On-going,SCY443487222,Sicily,Gela,N/A
393,CR393,22/09/2005,drug trafficking,P00386735,Ndr0004896,On-going,CLA844780033,Calabria,Vibo Valentia,N/A
394,CR394,21/02/2011,tax-fraud schemes,P00830399,Ndr0004642,On-going,CLA678134249,Calabria,Crotone,N/A
395,CR395,16/12/2006,prostitution,P00520134,Cam0000684,On-going,CPA606001776,Campania,Caserta,N/A
396,CR396,26/09/2007,gambling,P00365881,Cam0005462,On-going,CPA901760327,Campania,Naples,N/A
397,CR397,08/06/2010,prostitution,P00402101,Cam0005182,On-going,CPA710918608,Campania,Avellino,CA1877
398,CR398,10/02/2011,labor racketeering,P00812628,Ndr0004281,Solved,CLA509364507,Calabria,Acri,N/A
399,CR399,23/03/2010,labor racketeering,P00026266,Cam0003583,Solved,CPA932890941,Campania,Caserta,N/A
400,CR400,08/01/2016,labor racketeering,P00772434,Cam0002904,On-going,CPA703688025,Campania,Benevento,N/A
401,CR401,01/07/2014,corruption of public officials,P00795252,Cos0004200,Solved,SCY838773433,Sicily,Trapani,CA1798
402,CR402,25/01/2016,drug trafficking,P00142111,Cos0004095,On-going,SCY758989783,Sicily,Vittoria,CA376
403,CR403,16/10/2002,gambling,P00479450,Cam0005242,Solved,CPA428382641,Campania,Caserta,N/A
404,CR404,18/06/2020,tax-fraud schemes,P00971411,Cos0000408,On-going,SCY69850425,Sicily,Trapani,N/A
405,CR405,05/09/2007,infiltration of legitimate businesses,P00634970,Ndr0000753,Solved,CLA952651577,Calabria,Vibo Valentia,CA378
406,CR406,04/08/2021,extortion,P00009687,Ndr0003110,Solved,CLA575638324,Calabria,Cosenza,N/A
407,CR407,28/11/2021,infiltration of legitimate businesses,P00956861,Cos0001390,On-going,SCY548304064,Sicily,Palermo,N/A
408,CR408,12/11/2001,murder,P00015512,Cam0002668,On-going,CPA745409163,Campania,Benevento,N/A
409,CR409,24/12/2002,murder,P00659266,Cos0001180,Solved,SCY459722145,Sicily,Messina,CA452
410,CR410,24/03/2021,labor racketeering,P00054327,Ndr0004157,On-going,CLA359681051,Calabria,Reggio Calabria,N/A
411,CR411,08/12/2003,tax-fraud schemes,P00841834,Sac0001230,Solved,PGA461721527,Puglia,Bari,N/A
412,CR412,31/12/2008,infiltration of legitimate businesses,P00492982,Sac0000571,Solved,PGA246218847,Puglia,Andria,CA1411
413,CR413,02/05/2003,drug trafficking,P00418534,Cos0003580,Solved,SCY305727849,Sicily,Gela,N/A
414,CR414,26/11/2004,extortion,P00742476,Ndr0004623,On-going,CLA985170897,Calabria,Castrovillari,CA121
415,CR415,28/12/2000,murder,P00004066,Ndr0003288,On-going,CLA170810098,Calabria,Vibo Valentia,N/A
416,CR416,20/01/2022,gambling,P00307464,Ndr0000713,On-going,CLA664218640,Calabria,Acri,N/A
417,CR417,28/07/2015,murder,P00370882,Cos0001091,On-going,SCY32203271,Sicily,Syracuse,N/A
418,CR418,26/11/2016,labor racketeering,P00378392,Cam0005540,On-going,CPA57431390,Campania,Salerno,CA1499
419,CR419,22/06/2012,extortion,P00454745,Ndr0000326,Solved,CLA192684348,Calabria,Rende,N/A
420,CR420,02/03/2011,prostitution,P00773375,Sac0001023,Solved,PGA994654797,Puglia,Bari,CA1345
421,CR421,10/10/2005,infiltration of legitimate businesses,P00021193,Cam0004333,On-going,CPA731561959,Campania,Avellino,CA1033
422,CR422,10/05/2009,tax-fraud schemes,P00466210,Ndr0003077,Solved,CLA153479749,Calabria,Rende,N/A
423,CR423,14/01/2012,infiltration of legitimate businesses,P00265576,Cam0000602,Solved,CPA232103848,Campania,Salerno,N/A
424,CR424,07/11/2008,tax-fraud schemes,P00674801,Cam0004000,Solved,CPA810615519,Campania,Caserta,N/A
425,CR425,12/07/2002,labor racketeering,P00664721,Cam0000230,On-going,CPA348529901,Campania,Caserta,N/A
426,CR426,13/06/2009,tax-fraud schemes,P00499632,Cam0001278,On-going,CPA768719698,Campania,Caserta,N/A
427,CR427,22/07/2005,extortion,P00289935,Cos0002801,On-going,SCY595987773,Sicily,Ragusa,N/A
428,CR428,21/04/2019,gambling,P00997429,Sac0001481,On-going,PGA38224511,Puglia,Taranto,N/A
429,CR429,08/12/2016,gambling,P00692997,Cam0003424,On-going,CPA306168927,Campania,Naples,N/A
430,CR430,23/01/2003,drug trafficking,P00103512,Cam0001802,On-going,CPA616772288,Campania,Salerno,CA1185
431,CR431,17/02/2016,extortion,P00152440,Cam0003108,Solved,CPA269741701,Campania,Caserta,N/A
432,CR432,08/09/2007,loan sharking,P00807157,Cam0001984,On-going,CPA21093112,Campania,Salerno,N/A
433,CR433,03/03/2018,infiltration of legitimate businesses,P00350779,Cam0002331,On-going,CPA838410737,Campania,Salerno,N/A
434,CR434,10/02/2012,infiltration of legitimate businesses,P00557673,Ndr0004130,Solved,CLA0453601,Calabria,Vibo Valentia,N/A
435,CR435,06/01/2004,gambling,P00440232,Cos0001919,On-going,SCY53028320,Sicily,Ragusa,N/A
