,Crime ID,Date,Crime Type,Suspect ID,Status,Lead Officer ID,Region,City,Case ID
276,276,2008-12-21,corruption of public officials,Sac0000577,Solved,PGA963772060,Puglia,Foggia,N/A
277,277,2003-03-29,drug trafficking,Ndr0004673,Solved,CLA79231619,Calabria,Cosenza,N/A
278,278,2006-05-27,loan sharking,Cam0002529,Solved,CPA56220451,Campania,Caserta,N/A
279,279,2005-05-21,corruption of public officials,Sac0001268,On-going,PGA191843467,Puglia,Bari,N/A
280,280,2015-04-28,prostitution,Ndr0003194,Solved,CLA949546553,Calabria,Corigliano-Rossano,N/A
281,281,2021-02-22,prostitution,Ndr0004274,On-going,CLA859488388,Calabria,Lamezia Terme,N/A
282,282,2005-04-28,gambling,Ndr0003911,On-going,CLA569039097,Calabria,Rende,N/A
283,283,2013-11-09,infiltration of legitimate businesses,Cos0002960,On-going,SCY257095220,Sicily,Vittoria,N/A
284,284,2021-05-14,murder,Cos0003119,Solved,SCY556129345,Sicily,Vittoria,N/A
285,285,2013-02-24,labor racketeering,Sac0000232,Solved,PGA754966443,Puglia,Lecce,N/A
286,286,2009-01-17,drug trafficking,Cos0001926,On-going,SCY352614028,Sicily,Ragusa,N/A
287,287,2015-08-03,extortion,Cos0004375,On-going,SCY281171747,Sicily,Marsala,N/A
288,288,2007-12-03,tax-fraud schemes,Cam0002466,Solved,CPA593350464,Campania,Caserta,N/A
289,289,2019-05-17,extortion,Cos0000413,Solved,SCY834653781,Sicily,Catania,N/A
290,290,2003-07-25,extortion,Ndr0003284,Solved,CLA404131913,Calabria,Catanzaro,N/A
291,291,2013-01-01,gambling,Cam0003530,On-going,CPA941866566,Campania,Naples,N/A
292,292,2001-02-22,infiltration of legitimate businesses,Cam0003019,On-going,CPA562145187,Campania,Caserta,N/A
293,293,2009-11-09,tax-fraud schemes,Cam0001724,On-going,CPA388249969,Campania,Benevento,N/A
294,294,2006-11-05,prostitution,Sac0001272,Solved,PGA290889855,Puglia,Andria,N/A
295,295,2010-03-11,corruption of public officials,Ndr0001478,On-going,CLA432193441,Calabria,Vibo Valentia,N/A
296,296,2014-10-02,prostitution,Ndr0002547,On-going,CLA451448713,Calabria,Castrovillari,N/A
297,297,2014-05-08,corruption of public officials,Ndr0004257,On-going,CLA338334776,Calabria,Rende,N/A
298,298,2016-12-28,infiltration of legitimate businesses,Cos0003020,On-going,SCY720800594,Sicily,Caltanissetta,N/A
299,299,2003-08-12,labor racketeering,Ndr0004266,On-going,CLA796824965,Calabria,Montalto Uffugo,N/A
300,300,2016-12-30,drug trafficking,Sac0001641,On-going,PGA925762167,Puglia,Lecce,N/A
301,301,2002-12-04,infiltration of legitimate businesses,Cam0002790,Solved,CPA913727361,Campania,Naples,N/A
302,302,2014-04-03,drug trafficking,Cam0002155,Solved,CPA783573811,Campania,Caserta,N/A
303,303,2001-02-22,murder,Cam0004507,Solved,CPA841462135,Campania,Salerno,N/A
304,304,2011-05-15,extortion,Ndr0001894,Solved,CLA22449354,Calabria,Catanzaro,N/A
305,305,2006-10-20,loan sharking,Cam0001885,Solved,CPA802091871,Campania,Salerno,N/A
306,306,2001-10-17,labor racketeering,Sac0001546,On-going,PGA953879646,Puglia,Andria,N/A
307,307,2007-06-19,infiltration of legitimate businesses,Cos0004187,Solved,SCY959675458,Sicily,Marsala,N/A
308,308,2004-03-22,extortion,Cos0001867,Solved,SCY537788848,Sicily,Vittoria,N/A
309,309,2016-05-14,labor racketeering,Ndr0000968,On-going,CLA332075643,Calabria,Catanzaro,N/A
310,310,2010-05-30,prostitution,Cos0004680,Solved,SCY82612708,Sicily,Messina,N/A
311,311,2002-07-08,loan sharking,Cos0002530,Solved,SCY139682276,Sicily,Vittoria,N/A
312,312,2008-02-13,extortion,Cos0002176,Solved,SCY232221314,Sicily,Palermo,N/A
313,313,2015-09-10,murder,Cam0004176,Solved,CPA165958668,Campania,Salerno,N/A
314,314,2018-04-25,drug trafficking,Ndr0004196,Solved,CLA175024232,Calabria,Lamezia Terme,N/A
315,315,2017-04-10,infiltration of legitimate businesses,Sac0000518,On-going,PGA32123322,Puglia,Andria,26
316,316,2021-10-26,infiltration of legitimate businesses,Sac0000294,On-going,PGA353553329,Puglia,Bari,N/A
317,317,2015-02-27,prostitution,Cam0002876,Solved,CPA464119732,Campania,Caserta,N/A
318,318,2013-02-17,tax-fraud schemes,Cos0001749,On-going,SCY166339034,Sicily,Caltanissetta,N/A
319,319,2012-11-09,tax-fraud schemes,Ndr0004407,Solved,CLA304627144,Calabria,Vibo Valentia,N/A
320,320,2009-07-24,drug trafficking,Ndr0003697,On-going,CLA379850154,Calabria,Reggio Calabria,N/A
321,321,2014-05-16,tax-fraud schemes,Cos0001647,Solved,SCY474255040,Sicily,Messina,47
322,322,2003-07-08,prostitution,Sac0001138,Solved,PGA80964747,Puglia,Lecce,N/A
323,323,2013-03-29,gambling,Cos0001171,Solved,SCY396015649,Sicily,Marsala,N/A
324,324,2004-02-05,tax-fraud schemes,Ndr0003268,Solved,CLA871748028,Calabria,Crotone,N/A
325,325,2001-05-28,corruption of public officials,Ndr0003947,On-going,CLA66317338,Calabria,Crotone,N/A
326,326,2016-05-11,murder,Ndr0004693,Solved,CLA927331438,Calabria,Lamezia Terme,N/A
327,327,2020-03-12,corruption of public officials,Cam0000716,Solved,CPA852192861,Campania,Caserta,N/A
328,328,2018-12-14,extortion,Sac0000589,On-going,PGA847921173,Puglia,Bari,N/A
329,329,2006-07-14,infiltration of legitimate businesses,Sac0001549,Solved,PGA620159480,Puglia,Foggia,N/A
330,330,2008-11-23,murder,Cam0000819,Solved,CPA760688034,Campania,Benevento,N/A
331,331,2017-03-18,prostitution,Cos0000904,On-going,SCY714010813,Sicily,Catania,N/A
332,332,2010-09-26,drug trafficking,Ndr0004132,Solved,CLA916553540,Calabria,Acri,43
333,333,2002-01-09,prostitution,Cam0003649,Solved,CPA254567690,Campania,Benevento,N/A
334,334,2005-09-26,labor racketeering,Cos0002949,On-going,SCY508343138,Sicily,Syracuse,N/A
335,335,2015-09-05,labor racketeering,Cam0002579,Solved,CPA139019849,Campania,Caserta,N/A
336,336,2021-01-25,prostitution,Cos0003728,Solved,SCY817590372,Sicily,Syracuse,N/A
337,337,2003-09-02,gambling,Ndr0001799,Solved,CLA167443886,Calabria,Vibo Valentia,N/A
338,338,2010-02-18,prostitution,Cos0003484,On-going,SCY129187039,Sicily,Palermo,N/A
339,339,2020-11-26,murder,Sac0001243,On-going,PGA944598835,Puglia,Taranto,N/A
340,340,2012-07-01,gambling,Cos0003573,Solved,SCY475446732,Sicily,Caltanissetta,N/A
341,341,2004-05-27,murder,Cos0004060,Solved,SCY489048526,Sicily,Catania,N/A
342,342,2015-12-18,gambling,Sac0001330,Solved,PGA938414975,Puglia,Foggia,21
343,343,2006-06-10,extortion,Ndr0001959,On-going,CLA487285457,Calabria,Cosenza,N/A
344,344,2008-07-15,drug trafficking,Cos0002945,On-going,SCY467733757,Sicily,Palermo,N/A
345,345,2001-07-20,murder,Sac0001344,Solved,PGA405156381,Puglia,Taranto,N/A
346,346,2011-12-26,gambling,Ndr0004774,Solved,CLA774817015,Calabria,Catanzaro,N/A
347,347,2005-11-05,murder,Cam0004622,Solved,CPA535473724,Campania,Benevento,N/A
348,348,2019-03-27,loan sharking,Ndr0002057,On-going,CLA571518617,Calabria,Montalto Uffugo,N/A
349,349,2001-07-21,murder,Ndr0001418,Solved,CLA504692938,Calabria,Catanzaro,N/A
350,350,2005-09-18,infiltration of legitimate businesses,Cam0005061,Solved,CPA552330950,Campania,Avellino,N/A
351,351,2007-01-30,prostitution,Ndr0004421,On-going,CLA43630816,Calabria,Reggio Calabria,N/A
352,352,2000-06-16,prostitution,Cos0002948,Solved,SCY922180811,Sicily,Syracuse,N/A
353,353,2002-08-02,murder,Sac0001364,On-going,PGA362434440,Puglia,Andria,N/A
354,354,2016-08-07,loan sharking,Ndr0002883,Solved,CLA314330541,Calabria,Acri,N/A
355,355,2004-11-01,infiltration of legitimate businesses,Sac0000715,On-going,PGA664914312,Puglia,Foggia,N/A
356,356,2021-01-27,gambling,Ndr0003498,Solved,CLA761872623,Calabria,Reggio Calabria,N/A
357,357,2000-12-09,loan sharking,Cos0003775,On-going,SCY581776093,Sicily,Trapani,N/A
358,358,2005-08-10,labor racketeering,Sac0001316,On-going,PGA711093187,Puglia,Andria,N/A
359,359,2004-09-02,gambling,Sac0001372,On-going,PGA554182539,Puglia,Lecce,17
360,360,2000-05-20,prostitution,Cam0000591,On-going,CPA989137887,Campania,Naples,N/A
361,361,2003-06-23,extortion,Sac0000302,Solved,PGA948785848,Puglia,Foggia,N/A
362,362,2019-09-27,murder,Cos0003794,On-going,SCY291696292,Sicily,Palermo,N/A
363,363,2003-06-03,labor racketeering,Cam0003940,On-going,CPA95032276,Campania,Caserta,N/A
364,364,2005-06-25,prostitution,Cam0004335,Solved,CPA524342633,Campania,Avellino,42
365,365,2019-12-19,corruption of public officials,Cam0004759,Solved,CPA862493822,Campania,Benevento,N/A
366,366,2005-09-25,tax-fraud schemes,Cam0003885,On-going,CPA416502927,Campania,Avellino,N/A
367,367,2016-10-15,murder,Ndr0003487,On-going,CLA788081780,Calabria,Corigliano-Rossano,N/A
368,368,2001-01-05,tax-fraud schemes,Ndr0001490,On-going,CLA306549797,Calabria,Cosenza,N/A
369,369,2006-09-30,infiltration of legitimate businesses,Sac0000791,Solved,PGA218687655,Puglia,Andria,N/A
370,370,2016-06-03,prostitution,Sac0001446,Solved,PGA902357813,Puglia,Andria,N/A
371,371,2020-12-23,loan sharking,Cam0004825,On-going,CPA694173862,Campania,Caserta,N/A
372,372,2008-05-25,labor racketeering,Sac0000201,On-going,PGA605372477,Puglia,Bari,N/A
373,373,2014-08-11,gambling,Ndr0001783,On-going,CLA519391187,Calabria,Corigliano-Rossano,N/A
374,374,2015-10-17,infiltration of legitimate businesses,Cos0004142,On-going,SCY371050889,Sicily,Caltanissetta,3
375,375,2015-05-24,labor racketeering,Ndr0001731,On-going,CLA619028648,Calabria,Lamezia Terme,N/A
376,376,2001-07-13,extortion,Ndr0002792,Solved,CLA915814428,Calabria,Vibo Valentia,N/A
377,377,2000-01-04,corruption of public officials,Ndr0004238,On-going,CLA588019056,Calabria,Corigliano-Rossano,N/A
378,378,2016-01-20,gambling,Cam0001169,Solved,CPA463009759,Campania,Caserta,N/A
379,379,2003-07-29,tax-fraud schemes,Cos0004250,On-going,SCY738304454,Sicily,Messina,N/A
380,380,2010-02-11,drug trafficking,Ndr0001380,On-going,CLA329708512,Calabria,Corigliano-Rossano,N/A
381,381,2019-08-17,extortion,Sac0001019,On-going,PGA271890497,Puglia,Lecce,N/A
382,382,2010-06-10,murder,Cos0002262,Solved,SCY234411226,Sicily,Messina,N/A
383,383,2005-08-04,labor racketeering,Ndr0004249,Solved,CLA672982463,Calabria,Catanzaro,N/A
384,384,2011-02-01,extortion,Cam0002406,Solved,CPA575887409,Campania,Benevento,N/A
385,385,2008-10-06,infiltration of legitimate businesses,Sac0001679,On-going,PGA645413123,Puglia,Taranto,N/A
386,386,2019-12-22,extortion,Cos0004349,On-going,SCY577689859,Sicily,Catania,N/A
387,387,2019-05-09,loan sharking,Cos0000359,Solved,SCY622515512,Sicily,Trapani,N/A
388,388,2008-08-22,labor racketeering,Ndr0003142,Solved,CLA595212495,Calabria,Lamezia Terme,18
389,389,2017-05-08,gambling,Sac0000335,On-going,PGA613032657,Puglia,Foggia,N/A
390,390,2019-01-05,drug trafficking,Cam0003889,Solved,CPA352710191,Campania,Benevento,N/A
391,391,2015-11-06,loan sharking,Cos0002494,On-going,SCY645040441,Sicily,Syracuse,N/A
392,392,2001-11-22,extortion,Cos0004464,Solved,SCY548001297,Sicily,Marsala,N/A
393,393,2000-04-12,gambling,Sac0000958,On-going,PGA433802902,Puglia,Bari,N/A
394,394,2015-05-31,drug trafficking,Ndr0002462,Solved,CLA288632529,Calabria,Crotone,1
395,395,2000-10-11,gambling,Ndr0003597,On-going,CLA978523432,Calabria,Catanzaro,N/A
396,396,2021-02-03,corruption of public officials,Cam0003800,Solved,CPA710446376,Campania,Naples,N/A
397,397,2000-01-04,infiltration of legitimate businesses,Cos0003977,Solved,SCY153835277,Sicily,Catania,N/A
398,398,2010-09-11,labor racketeering,Sac0001213,Solved,PGA680675398,Puglia,Foggia,N/A
399,399,2010-05-17,tax-fraud schemes,Sac0000224,On-going,PGA652205838,Puglia,Taranto,N/A
400,400,2010-02-20,labor racketeering,Cam0005454,On-going,CPA23819734,Campania,Avellino,N/A
401,401,2000-08-02,gambling,Cam0002195,On-going,CPA336207732,Campania,Avellino,N/A
402,402,2020-03-12,extortion,Sac0001545,Solved,PGA87653820,Puglia,Foggia,N/A
403,403,2015-05-24,labor racketeering,Cos0003815,On-going,SCY830647432,Sicily,Palermo,N/A
404,404,2011-08-03,extortion,Cam0003591,Solved,CPA105653486,Campania,Avellino,N/A
405,405,2002-09-24,prostitution,Sac0000790,On-going,PGA745355449,Puglia,Lecce,N/A
406,406,2021-01-25,extortion,Cam0004813,Solved,CPA696267655,Campania,Caserta,N/A
407,407,2017-04-08,drug trafficking,Cos0004346,Solved,SCY901228360,Sicily,Syracuse,N/A
408,408,2001-12-08,labor racketeering,Cam0002878,On-going,CPA202394815,Campania,Caserta,N/A
409,409,2015-06-15,drug trafficking,Ndr0001747,Solved,CLA8318898,Calabria,Crotone,N/A
410,410,2022-02-11,labor racketeering,Cam0002923,Solved,CPA520720623,Campania,Salerno,N/A
411,411,2002-01-21,drug trafficking,Ndr0002726,On-going,CLA26068221,Calabria,Montalto Uffugo,N/A
412,412,2011-07-10,infiltration of legitimate businesses,Sac0000919,Solved,PGA303040673,Puglia,Taranto,N/A
413,413,2017-02-26,loan sharking,Sac0001300,Solved,PGA659371293,Puglia,Andria,N/A
414,414,2020-09-11,prostitution,Ndr0004444,Solved,CLA468433706,Calabria,Castrovillari,N/A
415,415,2022-02-08,tax-fraud schemes,Sac0000951,On-going,PGA202889930,Puglia,Bari,N/A
416,416,2003-10-18,tax-fraud schemes,Sac0001213,On-going,PGA477283039,Puglia,Foggia,N/A
417,417,2006-07-20,murder,Cam0002929,On-going,CPA615887717,Campania,Avellino,N/A
418,418,2007-11-02,drug trafficking,Cam0003375,On-going,CPA430805225,Campania,Naples,N/A
419,419,2018-01-06,extortion,Ndr0004443,Solved,CLA159631756,Calabria,Montalto Uffugo,N/A
420,420,2005-06-17,corruption of public officials,Ndr0001178,On-going,CLA482650512,Calabria,Reggio Calabria,N/A
421,421,2019-03-25,tax-fraud schemes,Ndr0004697,Solved,CLA912727132,Calabria,Corigliano-Rossano,N/A
422,422,2012-01-01,loan sharking,Cam0004563,Solved,CPA832842202,Campania,Naples,N/A
423,423,2018-10-09,murder,Cam0004966,On-going,CPA666601651,Campania,Avellino,N/A
424,424,2002-04-24,gambling,Cam0000780,Solved,CPA466055149,Campania,Caserta,N/A
425,425,2004-07-17,murder,Cos0003109,On-going,SCY417027263,Sicily,Vittoria,N/A
426,426,2005-03-30,tax-fraud schemes,Ndr0002473,On-going,CLA310870267,Calabria,Acri,N/A
427,427,2006-07-28,labor racketeering,Ndr0000960,On-going,CLA220973180,Calabria,Reggio Calabria,N/A
428,428,2020-07-19,prostitution,Sac0000567,On-going,PGA155919852,Puglia,Foggia,N/A
429,429,2003-03-27,murder,Ndr0003498,On-going,CLA220973180,Calabria,Reggio Calabria,N/A
430,430,2019-02-17,labor racketeering,Sac0001524,Solved,PGA83240604,Puglia,Andria,N/A
431,431,2011-04-26,murder,Ndr0003136,Solved,CLA659838126,Calabria,Rende,N/A
432,432,2009-07-29,loan sharking,Cam0004076,Solved,CPA225749028,Campania,Naples,N/A
433,433,2003-08-12,gambling,Cos0002354,On-going,SCY436488206,Sicily,Messina,N/A
434,434,2011-03-15,drug trafficking,Cam0003442,Solved,CPA821904532,Campania,Benevento,N/A
435,435,2017-05-30,tax-fraud schemes,Ndr0002454,On-going,CLA930474036,Calabria,Reggio Calabria,N/A
436,436,2019-09-20,murder,Cos0001277,Solved,SCY620500137,Sicily,Gela,N/A
437,437,2010-06-01,prostitution,Cam0004209,Solved,CPA848617220,Campania,Naples,N/A
438,438,2018-09-26,gambling,Sac0000617,Solved,PGA821352930,Puglia,Foggia,N/A
439,439,2003-08-02,prostitution,Cos0001632,On-going,SCY581776093,Sicily,Trapani,N/A
440,440,2016-04-29,extortion,Sac0000113,Solved,PGA97261461,Puglia,Andria,N/A
441,441,2000-06-15,labor racketeering,Cam0002678,Solved,CPA494899348,Campania,Avellino,N/A
442,442,2015-04-24,infiltration of legitimate businesses,Cam0002242,On-going,CPA911552878,Campania,Benevento,N/A
443,443,2005-09-03,labor racketeering,Cam0004278,Solved,CPA375917637,Campania,Salerno,N/A
444,444,2005-08-12,extortion,Cam0002057,Solved,CPA937388983,Campania,Benevento,N/A
445,445,2005-08-07,infiltration of legitimate businesses,Ndr0003566,On-going,CLA362923066,Calabria,Cosenza,N/A
446,446,2004-05-29,drug trafficking,Cos0000649,Solved,SCY158399995,Sicily,Catania,N/A
447,447,2020-02-18,murder,Sac0001356,Solved,PGA312313881,Puglia,Lecce,N/A
448,448,2009-02-25,loan sharking,Ndr0004682,On-going,CLA680598912,Calabria,Lamezia Terme,N/A
449,449,2007-05-14,loan sharking,Ndr0000612,Solved,CLA59401363,Calabria,Montalto Uffugo,N/A
450,450,2015-09-22,labor racketeering,Ndr0001700,On-going,CLA434605193,Calabria,Acri,N/A
451,451,2016-07-19,drug trafficking,Cam0002372,On-going,CPA790021844,Campania,Avellino,N/A
452,452,2005-07-26,drug trafficking,Sac0001709,Solved,PGA37516160,Puglia,Lecce,N/A
453,453,2012-12-26,loan sharking,Cam0004623,Solved,CPA615704772,Campania,Salerno,N/A
454,454,2008-07-21,prostitution,Ndr0001794,Solved,CLA451827859,Calabria,Cosenza,N/A
455,455,2019-06-26,infiltration of legitimate businesses,Sac0000507,Solved,PGA875430071,Puglia,Lecce,N/A
456,456,2008-05-25,murder,Cos0001593,On-going,SCY895405130,Sicily,Palermo,N/A
457,457,2017-01-24,corruption of public officials,Ndr0004381,Solved,CLA48713278,Calabria,Acri,N/A
458,458,2008-06-30,prostitution,Sac0001390,On-going,PGA146801225,Puglia,Taranto,N/A
459,459,2018-09-24,labor racketeering,Ndr0002749,Solved,CLA204939055,Calabria,Rende,N/A
460,460,2019-07-23,corruption of public officials,Cos0003879,On-going,SCY324314093,Sicily,Catania,N/A
461,461,2012-05-16,drug trafficking,Ndr0002560,On-going,CLA959732249,Calabria,Cosenza,N/A
462,462,2017-10-02,prostitution,Cos0000337,Solved,SCY75934985,Sicily,Syracuse,N/A
463,463,2007-12-19,gambling,Cam0003428,Solved,CPA881047876,Campania,Benevento,N/A
464,464,2009-04-22,labor racketeering,Ndr0003879,Solved,CLA142809065,Calabria,Castrovillari,N/A
465,465,2006-09-03,drug trafficking,Cos0000367,Solved,SCY72087812,Sicily,Caltanissetta,N/A
466,466,2017-05-23,murder,Cos0004503,On-going,SCY550348613,Sicily,Marsala,N/A
467,467,2018-05-26,gambling,Sac0000345,Solved,PGA641707076,Puglia,Andria,N/A
468,468,2013-09-01,labor racketeering,Cos0001394,Solved,SCY511102548,Sicily,Vittoria,N/A
469,469,2021-06-29,corruption of public officials,Cos0003641,Solved,SCY701724259,Sicily,Vittoria,N/A
470,470,2001-08-08,murder,Ndr0002709,On-going,CLA747323080,Calabria,Montalto Uffugo,N/A
471,471,2010-09-04,prostitution,Ndr0002488,On-going,CLA496845375,Calabria,Catanzaro,N/A
472,472,2016-09-10,labor racketeering,Ndr0003717,Solved,CLA371279352,Calabria,Lamezia Terme,N/A
473,473,2015-09-09,infiltration of legitimate businesses,Cos0000824,Solved,SCY828565355,Sicily,Vittoria,N/A
474,474,2001-08-30,murder,Sac0001497,On-going,PGA642881828,Puglia,Bari,N/A
475,475,2004-05-25,extortion,Cos0001986,On-going,SCY974486276,Sicily,Vittoria,0
476,476,2017-12-24,loan sharking,Cam0002007,On-going,CPA997975239,Campania,Salerno,N/A
477,477,2005-08-04,drug trafficking,Ndr0002589,Solved,CLA325435174,Calabria,Castrovillari,N/A
478,478,2016-07-14,gambling,Sac0001212,Solved,PGA467251515,Puglia,Foggia,N/A
479,479,2019-10-24,extortion,Ndr0003366,On-going,CLA561963876,Calabria,Catanzaro,N/A
480,480,2002-11-15,prostitution,Cos0002332,Solved,SCY729952058,Sicily,Syracuse,N/A
481,481,2007-09-06,prostitution,Cos0004578,Solved,SCY829265226,Sicily,Palermo,N/A
482,482,2015-03-23,corruption of public officials,Cos0004465,Solved,SCY71700958,Sicily,Ragusa,N/A
483,483,2005-12-21,tax-fraud schemes,Cam0004657,On-going,CPA332794690,Campania,Naples,N/A
484,484,2003-05-07,corruption of public officials,Sac0000729,On-going,PGA898304414,Puglia,Taranto,N/A
485,485,2018-09-11,corruption of public officials,Ndr0004141,On-going,CLA166912522,Calabria,Vibo Valentia,N/A
486,486,2003-08-04,labor racketeering,Sac0001044,On-going,PGA263321671,Puglia,Foggia,N/A
487,487,2009-02-18,infiltration of legitimate businesses,Sac0000907,On-going,PGA337709092,Puglia,Bari,N/A
488,488,2000-06-23,prostitution,Ndr0000633,On-going,CLA73811592,Calabria,Cosenza,N/A
489,489,2015-11-16,prostitution,Cos0000399,On-going,SCY769669086,Sicily,Syracuse,N/A
490,490,2013-10-22,loan sharking,Ndr0002574,Solved,CLA149745890,Calabria,Crotone,N/A
491,491,2008-01-05,extortion,Ndr0003526,On-going,CLA787611295,Calabria,Montalto Uffugo,36
492,492,2001-09-29,gambling,Cos0002627,On-going,SCY965854349,Sicily,Gela,N/A
493,493,2017-06-27,gambling,Cos0002705,On-going,SCY437822443,Sicily,Trapani,2
494,494,2008-04-22,prostitution,Sac0000141,Solved,PGA661794846,Puglia,Taranto,N/A
495,495,2004-06-26,extortion,Cam0002163,On-going,CPA629087988,Campania,Caserta,N/A
496,496,2018-12-30,extortion,Cam0000889,Solved,CPA407697881,Campania,Caserta,N/A
497,497,2015-05-16,extortion,Ndr0004923,Solved,CLA427102583,Calabria,Montalto Uffugo,N/A
498,498,2018-06-29,gambling,Cos0003617,Solved,SCY857310957,Sicily,Trapani,N/A
499,499,2004-05-25,prostitution,Cam0000561,On-going,CPA943299563,Campania,Salerno,N/A
500,500,2002-12-19,gambling,Ndr0003271,On-going,CLA744876702,Calabria,Cosenza,N/A
